 Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities.  I’d like to know if the black population that suffers the most shares her opinion	NOT
  She is useless.  Attempts to do the right thing but never follows through.	OFF
 Grateful Trump doesn’t have a dog in the White House. He is a cruel man.	OFF
 ur so straight forword man👌 i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior💚 artist love for #Manmarziyaan 🤠👍	NOT
 And this from the clown that should be in prison?	OFF
"  No you're not..you're here 2 represent the Alinskyite Orwellian Leftist Tool&amp;Fool view on things..like 99.9% of the Marxists&amp;Antifa similar 2U..psst! And B4U use the words fascist or fascism again go ahead &amp; read D'Souza's book The Big Lie""..right now U know SQUAT about either.."""	NOT
 I mean it worked for gun control right? URL	OFF
 Principled conservatives are #Hypocrickets	NOT
 Bring out his Antifa criminal son to campaign for him	NOT
  I didn’t watch and will not watch  Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a Saturday.	NOT
 Holder needs to be prosecuted	NOT
    The Institution only let her tweet when she behaves. She is a Window Licker!!!!	OFF
  Try looking for plain old democrats.  The liberals are the ones which you can’t have a conversation with.	NOT
  Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.	NOT
  what a baby! URL	NOT
 you are very persuasive fam	NOT
#MAGA! IF YOU ARE ALL IN FOR #TRUMP FOLLOW ME AND I WILL FOLLOW BACK.	NOT
 Kind of like what trump does all the time huh?	NOT
 Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.	NOT
 Fuck em	OFF
 Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce	NOT
 The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.	NOT
" it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""	OFF
 she is idk what's going on	NOT
 Dude you are old!!! Lmao. PS: Go Pack Go!!!	NOT
 The laughs I’ve gotten from you are enough. 😌	NOT
   please don't kill me. antifa on the other hand...	OFF
  She is an ugly black hearted troll URL	OFF
   You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.	NOT
 Dont believe the hype.	OFF
 You are bringing up honor and decency? With that yoyo in the picture? That's rich.	NOT
 Good riddance.	NOT
" Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""	NOT
  I see May in the same light as yourself. Even the last election was about her and not the Conservatives.  A split is coming to the Tory partyvery soon!	NOT
 This all I get 😢 damn these haters deleting you IG for no reason... URL	OFF
    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.	NOT
 Do they discuss Haiti?	NOT
 He is very skilled😂😂	NOT
 You are amazing 💛💛💛	NOT
 Fist pump was for the troops.	NOT
 Let the leftist democrats riot in the streets with their antifa counterparts.	OFF
 I thought Canada had strict gun control.  Help me understand what is happening.	NOT
 They don’t want you following people because they don’t like conservatives! Sickening  how biased Twitter’s management is. #TwitterLeftBias	NOT
 He is doing life tho😑	NOT
 It's SO VERY IMPORTANT between now and the midterms to get the word out that all the #democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? #MAGA #NAACP	NOT
  ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.	OFF
 &gt;Eradicating HIV and Malaria in the middle of Africa  Good bloody luck	NOT
  The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli	NOT
I added a video to a  playlist URL Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2)	NOT
 Yo for real you are gorgeous	NOT
 Absolutely should be a nail in the coffin.... for Hilliary	OFF
  Doesn't he partly fund Antifa?	NOT
 He is a DUMBASS !!!!!	OFF
  O.K. Conservatives get to the polls. Vote red.	NOT
 donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail	OFF
"   THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A  COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! URL"	NOT
 Another uninformed	NOT
" And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP"""	OFF
 No fucking way he said this!	NOT
  California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!	OFF
  And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else.   But yet they want to have stronger gun control.   Idiots!  🤨  Our wonderful media has to hype incidents that fits their agenda.	OFF
 Yes do hurt your selves gun control freaks.	OFF
     You get more like this guy with every hysterical tweet URL	NOT
   Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss	OFF
Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! #ChristineBlaseyFord Innocent until proven guilty! #ConfirmKavanaugh  #MAGA    #WeakRinos #Republicans	OFF
 Awe Hogwash do we really need you to overstate the obvious?	NOT
30+ years as a JUDGE...6 Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals??? URL	NOT
"(1) This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others.  (2) I'm waiting for gun control advocates to add this to their list of school shootings.""  (3) Who buys .22 caliber handguns? Why? URL"	NOT
  Leftists showing yet again how vile they can be	OFF
                HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! #MAGA 🇺🇸😀💕🇺🇸 DEAN !   URL	NOT
 Please shut up Ontario is seeing what conservatives stand for  is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike.	NOT
 Another terrorist attack not reported by msm	NOT
 dont know who you are so imma just URL	NOT
 All that money hadn't made u smarter.	OFF
 Yes!! He is from Gilmer!! It makes me laugh so much!	NOT
 Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it!	NOT
 Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉	OFF
 She is Real Rocky 🔥🔥🔥 Oh My God !!	NOT
 “Yeah we got everything sorted that needed to be sorted” she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn’t profile her	NOT
 Yes she is	NOT
   He tried this before and it went nowhere. He's 100% pro gun control. Done.	NOT
     He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.	NOT
  Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol	NOT
 And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.	NOT
Shouldn't pussy grabbing  be the one wearing the gloves while handling food? #MAGA URL	OFF
"            Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""."""	OFF
  Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about	NOT
         It does work. If you want to control a population.  Australian gun control had no effect on homicides.	OFF
  Poor baby.	NOT
    Antifa = Democrats = Dixiecrats = KKK URL URL	NOT
  Liberals ruin everything!	OFF
 That's what happens when you let a liberal get a hold of a gun.  That would be a good place to start gun control.  Ban liberals from getting guns.	OFF
 Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! URL	NOT
"  Exactly. He is on record basically saying the President is above the law."" It should be noted that the #gop is fine with this. Rudy has his own issues. URL"	NOT
#KamalaHarris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris URL via 	NOT
 Yet she is fat herself.	OFF
  There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on 	NOT
 she is the most deserving woman to be happy !!	NOT
  That's just modelling. Plenty of women make shit tons of money just for looking good	NOT
  Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	OFF
  Send him this  party #manifesto where they promised they will help families maybe that will remind him his duties. #HostileEnvironment #PriceOnLove #SkypeFamilies    URL	NOT
"    Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"""	NOT
  But antifa is her people	NOT
 she is free as a bird to return to her Muslim homeland	NOT
*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️	NOT
 Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.	NOT
 Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF
  You're shocked to hear that liberals want to centralize power at the federal level?	NOT
  HE IS BEST OF THE BEST!😍😍	NOT
#WhatILearnedToday liberals can’t win without lying	NOT
 Getting scared ugly man?	OFF
 He is NOT Supreme Court worthy	NOT
 God I hope not! URL	NOT
   Yes he is	NOT
     Bitch.. URL	OFF
+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬ bashing PM  can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. URL	NOT
 2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	NOT
   Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.	NOT
" Why the focus on the Proud Boys? I know you're not a real journalist, Kelly, but why not focus on the ones doing all of the violence? #ANTIFA  If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."""	NOT
 Hahaha BIG thighs is not going to make it	OFF
  IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the  #Kavanaugh hearing! URL	NOT
A bitch built like that could beat my ass all she wants URL	OFF
 Shouldve played saint marie instead of london docks. Saint was ass for me 👌	NOT
 Thank goodness he is not MN passive aggressive. Love it!!	NOT
  For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.	NOT
  The tolerant Left	NOT
 If bobby is fit thats exactly what i would say but not sure if he is or not	NOT
 Does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  How many TD receptions skip have this year?	NOT
    She is just feeling his touch first time😍😍😍😍😍😍	NOT
    Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL	OFF
 Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟	NOT
 It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.	OFF
 What the fuck game are you watching?	OFF
 He is all grown up😭😭😭	NOT
 Antifa has no place in society!	NOT
  has two votes in our home!  West Texas is stoked about him!  He is inspiring!  He can do this!	NOT
 Why? Why are liberals so trashy?	OFF
 All you need to know is he is empty inside	OFF
 Oh dear. I’m so sorry you are having migraine. I have them as well. Sending up prayers for you. ❤️😊🌹	NOT
" My sister by far. She is the kindest, sweetest person alive. Use to be my grandma but she passed in May. That woman was a saint. Even had a song written about her, My mom's a saint"". Written by her children of course. URL"	NOT
 The Liberals are mentally unstable!!	OFF
  Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.	OFF
  She’s said before that she will always be praying for him even tho she can’t do anything. I’m sure she is heart broken as well at the events	NOT
 Get a life!	NOT
           Followed All #Fantastic #MAGA #Patriots ❣ Look forward to you following back. Thank you  &amp; have a wonderful day 🇺🇸🙏💕	NOT
 Are you joining ANTIFA?	NOT
  Apparently durbin has amnesia	NOT
  Funny watching these liberals all of a sudden do a 180 on being transparent.  Warner had no problems with leaks.  Now when the truth is out he has issues.    Its over.  Some people are in big trouble.  Warner is likely one of them.	NOT
 Brown like you	NOT
           You ladies always make me smile..if you know what I mean 😛	NOT
 Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.	OFF
  Mxm nigger thinks we give a fuck URL	OFF
  She is a fake. Vote her out. Now she wants sympathy.	OFF
   Dont have anything to do with Trump or any conservatives. Refuse to trade with them in business	NOT
   got him signing my book......he is a cute URL	NOT
  Wow more Salinsky tactics	NOT
 What insanely ridiculous bullshit.	OFF
 We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like  didn’t cover that AT ALL. We had to rely on  for investigative coverage URL	OFF
  Gun control anyone? #DisarmHate	NOT
  I’m not for gun control....practice reading comprehension first	NOT
  Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?	OFF
 I can't wait to see his MAGA tat across his chest with a picture of Mueller.	NOT
"  I'm sure he doesn't call his gated community's private security firm Bull Connors"" though. It's funny: Now liberals LOVE privatization of police!"""	OFF
Antifa Caught Off Guard After Getting Confronted By The Last Person They... URL via 	NOT
 Ouch!	OFF
  Wonder if he apologized to Diamond and Silk for calling them a “minstrel show?”  He should have been fired but there he is making faces.	OFF
 Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly	OFF
 John Podesta is a spirit cooking pedo. Here's a photo of him and Valerie Jarrett in a rather compromising situation.  #MAGA #qanon #DrainTheDeepState #DrainTheSwamp URL	OFF
  Somebody's terrified.  What will happen when the #American public knows the #truth about what you've been doing? #DrainTheDeepState   #MAGA #Trump2020 #KAG  URL	NOT
 I love the way this pisses off liberals. URL	OFF
 Was? I bet you are still into Sloane...she is pretty awesome!!	NOT
   My auto correct Gggrrr she is a *crazy witch*	OFF
"  When I turned the speech on it sounded to me like Liberals becoming another nasty party"" with his personal attacks on various individuals."""	OFF
 Who she thinks she is to talk to a referee like that and expect everyone to support her! Or treat her specially?	NOT
 Getting out of the Paris Climate Agreement is what 64m voters wanted! Obama committed us to $100B towards that agreement! We keep paying for the third world countries and we are going broke! It does not help when places like Cal. have 3m illegals either!	NOT
 He’s gonna tip him two new assholes	NOT
 So she can’t be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme	OFF
(2020 election season)  Trump: my dick is the most magnificent dick. Just tremendous.   Leftists: prove it you Russian puppet!  Trump: *whips dick out in fit of senility*  Conservatives: *vote Trump to victory*	OFF
Old article but its going to be relevant very soon....#ClintonFoundation #MAGA #ClintonCrimes URL	NOT
 He needs to go just as Joe P did	NOT
 All of them! 😂😂 URL	NOT
   I don't think you have a clue what leadership and liberals have the temperament of 2 year old children being told no....you have the intellectual brilliance of a goat.. please stop tweeting. TDS  is making look quite the fool..	NOT
Someone please show     this and  front and center tonight unless we get the declass out today #MAGA URL	NOT
    He’s dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you can’t even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish🙄🙄🙄	OFF
   How could anyone want to vote for a Democrat who wants open borders and gun control	NOT
 Didn’t watch and don’t care. #MAGA	NOT
" So wait. Conservatives are crying about needing their safe spaces"" all of the sudden. How liberal elite college of them."""	NOT
 Hell did they boycott McEnroe.....this is too much!!	OFF
  Those that do not respect the Constitution need to be driven out of office.  #VoteDemsOut #VoteRed2018   #TheRainMakers #QAnon #MAGA #WWG1WGA URL	NOT
 IM GOING HARDCORE BITCH	OFF
  Only if the self-serving  don't stand and reject Mrs May's de facto #remain surrender.  Now begone with that insurgent hashtag.	NOT
"  in other words, im not speaking on your behalf, i just can't sit idly by while people make an ass out of themselves because i feel like people can be better than that."""	NOT
   so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  #proudtobeBritish 🇬🇧	OFF
 They should. Hopefully voters will realise that they could have ended this shitshow well before the midterms.	OFF
"13/? BOOOM.   The MAC telling the  to pay the public sector properly. Have that There's no magic money tree"".   But this is a disaster. It means the #NHS is in crisis and competing with other sectors. URL"	NOT
 You are absolutely right smdh	NOT
  I thought they said numbers were up? Someone lied.	NOT
  He is pitiful!  Reason economy is soaring is that he is out of office and President Trump is get rid of his pen and phone regulations!  His legacy is being shattered and he knows it.  His speeches are only about him.  Democrats have no message 😎 vote Republican in November!🇺🇸	NOT
  It’s never been about that!!Everything about Color 🤨If public safety was a concern there would be MORE GUN CONTROL e.g Assault Rifles 😶	NOT
                Rich you are my OG follower..i had 2 311 fans follow me first but they have hardly ever tweeted..so u get the honors	NOT
 Some antifa types might even show: sort of like a mini-G8 donybrooke then?😎	NOT
 2018 charts she is. Overall fuck no. Cardi got ways to go to catch niki	OFF
               Lies on top of lies that is the antifa and democrats way	NOT
 Bullshit!!!	OFF
 Bono is gone to the dark side ..Globalism	NOT
 Awful	OFF
 Liberal MP Leona Alleslev’s decision to cross the floor &amp; join the Conservatives would seem to be a betrayal of her supporters. Did she consult those who voted her in? Seemingly it’s legal? Imagine if #DougFord decided to cross the floor &amp; become the Liberal Premier. 🤔 😂	NOT
OHIO we have to make sure we get Jim Renacci elected for Senate. America is here for you.  Let's all #MAGA together - URL URL	NOT
"   You're asking Liberals to use Reason and Logic. Look at these people, they have been suffering a collective psychosis for almost 2 yrs and get crazier by the hour. If their educated elite"" are Batsht crazy, their sheep/foot soldiers are likely certifiable. They are beyond help. URL"	NOT
 Hopefully your obesity catches up with you by then	OFF
 I think he is one a higher portion of the sidewalk💜	NOT
 no shhhh he is proud of u	NOT
 Couldn't care less about either one of them.	NOT
  My Stoned Wheat Crackers! Where the hell did they put the Stoned Wheat Crackers?	OFF
 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.	NOT
 Exactly this Anna! She is full of it.	NOT
 Hi has me energized.    He is such an idiot!  I can’t believe he “surfaced” again.	NOT
 Get another disgrace.	NOT
 Like if you didn’t get fired from ESPN	OFF
 CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...	OFF
 sorry for so much bs to get to this but here is the article i read URL	NOT
 Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why didn't he remove from leadership the rapist brought to him?	OFF
" I do like your tweets!, But maybe you should be more focused on consolidating them and sending fewer out, I miss many of them and you leave yourself open to the New Liberal Fascist Movement Antifa?"""""	NOT
 I didn’t tweet this lol I needa get my Twitter off this shit	OFF
 “Yes you are.. ”	NOT
   ok say less im ready whenever he is	NOT
 She is.  Ur screwed.  Trump owns scotus and he will exact a wrath upon enemies after the midterms	OFF
  No one cares about her gold digging and possibly illegal recordings.	NOT
 You are only believing her Because she is a Women.	NOT
 He knows you’ll deny him a fair exchange - Based on recent and past interactions with Conservatives - Speaks to your poor ratings.	NOT
we need more unity to grow our voices.........libs seem to band together much better than right........FOLLOW ALL #MAGA patriots please!!!  🇺🇸 URL	NOT
  They will be cheating if she gets it!	NOT
 IT'S FUCKING TIME!!	NOT
 You are 100% correct	NOT
  Anyone can say or write anything about themselves. Suppose tomorrow she says that she is a prophet and human race needs to follow her.  What does that tell about her ?  Once I see someone as useless moron I stop giving them any attention. You do the same brother. She is nobody.	OFF
                                                 Hahaha by telling me to stfu?  So hurt 🤣	NOT
" its so cool that the blind idiot god"" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred"""	OFF
              ‘😂.... it’s ALL about MAGA for me....as a very dear friend says   •1Million followers and $1.95 will buy you ☕️😂  #FACT	NOT
   The tourist on holiday with his parents place a sticker on a pole in Turkey while his parents ate a restaurant and you call that support	NOT
  He is delirious!	OFF
Alert: Candace Owens Was Just Attacked By Antifa URL	OFF
 Got beat by WWE....take another knee.	NOT
 Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual	OFF
 So the FBI is a hotbed of liberals and leftists???? 🤣🤣🤣🤣 you are no Brian Dennehy.	NOT
 So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals	OFF
 So black people need white liberals like you to keep them from turning to violence based on things they perceive to be offensive?	NOT
VOTING IS NOT OPTIONAL!!! CERTAINLY NOT THIS NOVEMEBER…IT IS CRITICAL! LIKE &amp; SHARE IF YOU AGREE! #MustVote2018 #Republicans #WakeUpRepublicans #Conservatives #MAGA URL	NOT
 Get the hell out of my country that u hate  the u have trashed &amp; weaponized OUR GOVT for 8 yrs to destroy us &amp; quit telling our kids to hate the best county your a disgrace!	NOT
#Parents of Parkland #victims call for stricter #gun control at rally - Sep 8 @ 11:29 PM ET  URL	NOT
" Best part is if you read the exchange he had in that thread, a year later this dude comes back on his same blm and Antifa caused nazis"" bullshit lmao.   And by ""best"" i mean saddest."""	NOT
  (She is clearly agitated in a defensive stance) Shit- what is she doing here	OFF
  I think they meant to write Michael.	NOT
"                  You are suggesting that it is not the     law and policy (sanctions regime) that informs rates of benefit sanctions. The graph would suggest that is true as by 2017 the sanctions rate was lower than it was under the previous sanctions regime. Good observations about pressure""++"""	NOT
 Then your gonna get bitten	OFF
"       For example, I don't think that liberal imposition or inauthenticity"" is the issue here. The issue is that of borders and citizenship - liberals assume the same rights and equalities arguments apply across borders that apply within borders. But that is not a widely shared view."""	NOT
 He looks like the ANTIFA President?	NOT
   Alaska Girl chiming in...if Murkowski votes yes she is done for!! From what I know most native tribes have told her to vote no! Kavanaugh on scotus would decimate Alaska Natives!!	NOT
 is for everyday working men and women. Vote Republican and keep Trump and his policies.  A vote for a  will cost you money folks. #MAGA #WINNING URL	NOT
   She is mentally unstable.	OFF
 Character and Clinton. Cartoon maybe	OFF
 Yup total gun control works just fine.  Well not in Mexico.	NOT
--;  Good friends are like stars: You don’t always see them but you know they are there. You are a star in my life. ☆ URL	NOT
"     FEMA has contacted the Senator and was told.its a TV hit you take them when you can"" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!"""	OFF
 What you thinking about ?	NOT
 Why r u still pushing this. He is burnt. He has been outed as a sexual predator and Feinstein is ur new hero. Mondy there will be a list of women a mile long that he raped or worse. It's all Trumps fault.	NOT
 Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.	OFF
" Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said...."""	OFF
 Then why are you pretending to be something your not???You are a phony and all your lies won't change that!	OFF
Give me a break!!  #Unbelievable #liberallosers #Trumpman #MAGA #DrainTheSwamp URL	NOT
" She is never been tortured"" She was ans still be a crminal, terrorist, must be in jail!"""	NOT
 Behar..Aren’t you Jewish?  Do you really “NOT KNOW”...that you are supporting and siding with Nazis?  The Dems have been running Hitler’s Playbook for years!  WHY DO NEW YORK JEWS SIDE WITH NAZIS ? You Speak Against Israel.. WHY?  Are you Pandering in case they do take over? WHY?	NOT
 I feel as guys we rush into something because of how a girls looks. Without really knowing how she is. And once having her. Knowing her for who she is and realizing you dont want that without thinking of the implications or damage it can do to the girls mind.	NOT
 She mocked SJWs and the KKK with extremely clever satire. The fact you don’t have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.	OFF
   Are you saying he is a turkey chocker 😶	OFF
  Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!	OFF
  She is better than all this shit. She is better than anything. ❤️	OFF
 damn what i would do to be able to eat that pussy	OFF
 I think liberals call that a front hole now. Been having fun with that one.	NOT
 He is correct	NOT
  Sharyl Attkisson is NOT the MSM!  She is a truth-teller.	NOT
 Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...	NOT
 I love her! She is the sweetest! 💕	NOT
 Ah that’s shite. Can’t understand why people go to a football match to do their best impression of a mute.   I’m trying for tickets in the Kop next chance I get because I assume the Main Stand has more or less the same atmosphere as the Kenny.	NOT
 I would be worse than her licking that ass	OFF
 SHE IS CUTE I LOV HER	NOT
 BITCH	OFF
  Kisses!😘😘	NOT
 I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.	OFF
  They didn't actually they engaged in an extortion racket via austerity and borrowed like no other	NOT
 If its a papercup where is the cake 🎂 URL	NOT
 You are agent of #Crypt #agentofChaurch . So don’t speak on temples.   	NOT
 Haven't set any expectations on him... he has set his own goals chasing his own dreams..  he has asked those questions from the doctor and making decisions with advisement from me his parent... he is growing to be his own man	NOT
.   #Medicare is NOT #Medicaid ...  Liberals STEAL from the elderly and disabled to pay for   #WelfareFoAll	NOT
