   50 Year Mandatory Federal Sentence for ANY crime committed with a gun. Stop the gun control nonsense and punish the guilty ! NO politician today will support this !! Gun control and safe zones DON'T work. Pols don't want less crime only Hot Air !!   URL	NOT
" The pit bull debate is just like gun control. Pit bull kills someone and here comes pictures here's my loving pit."" gun kill's someone and its ""I have 4 guns and they never killed anyone."""""	NOT
 sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL	OFF
 Dividing us is no longer working for hollyweird Demoncraps or liberals #race card no longer helping you🤐❄️🤥🤢😈	NOT
   You bring up a great point. These morons really look at life like it's the movies. They do it in the gun control debate all the time. They seriously think that a shootout with a bad guy will never hurt bystanders. It's why they want to arm teachers. Idiots!	OFF
 but nice	NOT
" Step 1: Approach the fascist from behind.""  I see two problems with this, the first being that it would require the antifa member to recognize their own projection."""	NOT
 It all makes sense now that’s why he is wondering around omg I was thinking why is he becoming so local he needs to head back and make that album I am stressing	NOT
#obama: wall won’t keep terrorists away. Same Obama: gun control will prevent killings by criminals (and terrorists?) #WalkAway	OFF
 republicans /conservatives are the most disgusting people	OFF
  The more Antifa BS average Americans see in the news the more repulsed they are by their antics.	OFF
.        We did a great job of electing  and a terrible job of who we sent to congress to support him   Conservatives left frustrated as Congress passes big spending bills URL	NOT
"&gt;500 comments, and all negative, slamming Chris Hayes for promoting vote suppression via Michael I love rapist &amp; Putin-puppet Assange"" Moore &amp; his latest ""kill the Dems"" movie. How about a town hall on women's repro rights &amp; gun control on eve of Kavanaugh vote instead? URL"	OFF
 I don’t know who she is but she don’t  sound too hot in the video lol	NOT
 There you are! 👋🐾	NOT
"REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches""  URL #TCOT #MAGA #RedNationRising"""	NOT
  He is a Russian troll. Look at the rest of his page.	NOT
  She is attempting to emotionally manipulate Canadians  Standard behaviour for the Trudeau “Liberals”.	NOT
 Thats is not what i was saying.. read my other tweet to you.  I never said that.. you sir are putting words in my mouth!  liberals really are just assholes.. cant have a civil discussion!	OFF
" Lol Religion of peace"" am I right fellow classical liberals? Izlam totes needs a Reformation"""	NOT
    Becca. She is too much work.	NOT
 No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses	OFF
  More Jewish theatrics from (((Google)))	NOT
 And Twitter seems to be beholden to CNN	NOT
 As a member of antifa? ;)	NOT
     So tell me all about why you are simply rudeand racist. Was it your mother…?	OFF
 polls pls	NOT
 Cali already has some of the most strict gun control laws in the county. And you can't blame this on on Indiana.	OFF
 Double down on rating. Bet NCAA loves this.	NOT
 Wayne say he trying out do drake so this shit gotta be decent at least!	OFF
 Are you and your family okay? Not sure how close you are to everything.	NOT
" So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered"""	OFF
  He's a crook #TrumpTime URL	OFF
" Gun control measures?  As in Fast and Furious"", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?"""	OFF
  What? I have no clue what you are trying to say. I’m certainly no Trump supporter FFS. Just rational 😂  Keep on keeping on with whatever it is you are trying to achieve.	NOT
 I think that some might be wearing nasks and carruing Antifa flags	NOT
 Flake is a perfect name for this weirdo!	OFF
 A disgrace	NOT
" The only thing the principled"" conservatives are outraged about is the clear moral and intellectual need for diversity and inclusion of all people of all faiths.  "	NOT
 Do you also wanna do some photography over the weekend? I’m bringing my camera gear!	NOT
Louisiana Attorney General Jeff Landry encourages Attorney General #JeffSessions to break up #BigTech companies like #Google and #Facebook  Nothing is going to happen until we get a new AG in November!  #MAGA URL	NOT
 Well iWas cool my girl don’t like shit popping out at her so it scared her a little when shit popped out	OFF
" You act like that won't be fun for both of us.""  She contemplates getting down, he's been gone for a few minutes and she's just standing on a chair like a weirdo.   Just as she is about to get down she sees him walk through the door.   ""Technically I only thought about it."""""	NOT
EVERYONE HAS TO VOTE RED SO WE DON'T LOSE THE HOUSE IN THE MIDTERMS 🇺🇸 IF WE LOSE THE HOUSE IT'S ALL OVER!!!! THE MAGA MOVEMENT WILL BE FINISHED!!!! MAKE SURE EVERYONE YOU KNOW IS REGISTERED TO VOTE RED!!!! GET OUT AND VOTE RED!!!! MAGA!!!! KAG!!!!   #WALKAWAYFROMDEMOCRATS URL	NOT
 Thanks to all the bleeding heart liberals who would rather pay for illegal immigrants then people who are battling cancer.	NOT
 This shit gon keep me in the crib lol fuck it	OFF
. is no champion for women. URL	NOT
 And the most insignificant comment comes from a Miss America contestant.	NOT
 Heck yeah. And also she IS cool	NOT
 That shit weird! Lol	OFF
 Omfg yassssss! 😍	NOT
 All you need to know about the importance of the midterms	NOT
 Antisemitism is alive and well in the UK!	NOT
 When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again.	NOT
 The #metoo movement has turned out just the way black lives matter and Antifa turned out. Started out as a worthy cause and then ruined by a bunch of bandwagonists. More harm than good.	NOT
  Yep. Here she is defying us to take another picture. URL	NOT
 That one sucks bc he is so hit or miss	OFF
  says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders  building their failure of lies	OFF
  The gauge potential is the connection on the quantum field as like in differential geometry. and the field strength  tensor is the curvature tensor.	NOT
 He will get what he deserves in the Mens prison........	NOT
  She is known to be sneaky😡	NOT
    So you are ok with the racial epithats that the left calls black conservatives? #bigotry #hypocrisy #walkaway I did. Many have. Dont be blind. You are being a tool for a establishment. Keep resisting the outsider and be for the political elite millionaires.	OFF
 Bring back Alex ... Jack... or Ban NYT too...	NOT
" Shit like this is why I don't follow   Who me? I'm just stating basic facts.  Totally NOT diverting from the actual point. Just stating a fact.""  You're a phony"""	OFF
 is the brainchild of  - He is playing dirty against  and Jen is using her ill gotten money against  Mailer linking Nixon to anti-Semitism was approved by top Cuomo aides URL	OFF
 As usual a seemingly and supposed smart feminist thinks she has made sense.. Yen yen yen yen yen yen alone... You just told me rn you are also dealing with another person.. Have you considered maybe you are the toxic one?	OFF
  Liberals are the worst sexists.  Not all women speak truth especially political activists.  Try judging the veracity of the allegation by evidence instead of gender.	OFF
    LMAO! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.	OFF
  What an incredibly odd little man he is.	NOT
  Williams displayed her bad tempered side to the world and it is something she will probably always regret. I would say to her be ye never so high that you believe you are above the rules.	OFF
 Fear monger. Fake rage.	NOT
 I’m finna say fuck it and get a crispy ass jogging suit😂😂	OFF
Adulting is knowing who fucked cut off in your future plans.....	OFF
   Stop giving me quotes start giving me facts that prove gun control will work	NOT
  I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep	OFF
  Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.	NOT
    Can you imagine what she is like to waitstaff who get her order wrong?	NOT
 Happy dance that Serena lost. She needed taken down a notch or two.	NOT
  Can't do that. BLM and Antifa morons will start looting	NOT
  ok with Andrew  Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? URL …    	NOT
   Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.	OFF
 Dianne Feinstein disagrees. She effectively called the woman a liar	NOT
 Georgia University...your racism and utter lack of tolerance is showing. Higher education is apparently not your goal.	OFF
 This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend	NOT
   Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.	OFF
 Crazy liberals	OFF
 You’re right. But if our terrorize someone for having a different belief.. you are not any better	NOT
    Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.	OFF
                                                 pretty much spot on there	NOT
 The reason people are tired of this is because you only focus on the conservatives. Ford has treated people poorly and the constitutional crisis is abominable. His treatment of the women in the legislature is despicable.	NOT
  Conservatives historically go by the constitution . Part of the reason for the name . The libs like to make to make it up as we progess(ive)	NOT
 That's a strange question to ask me because of course I love my sister!! I'm her big brother! I'm there to make sure she is safe and alive!	NOT
#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!	OFF
 Hes sure as hell not one of is either... traitor liberals- all of them-	OFF
Trump’s border wall will never happen. #MAGA #BlueWave2018 URL	NOT
"    Then your statement that Conservatives/GOP hold to the higher moral ground and they know that sex scandals bother us"" is hypocritical.  Both sides are equally guilty and should be held accountable regardless of party."""	NOT
 Yet more evidence that the  have turned ‘The Party of Business’ into ‘The Party of Fuck Business’. Bizarre.	NOT
   He is a wonder dog he could have a couple doggie girlfriends	OFF
     He is Harry Potter	NOT
 It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.	OFF
"       😂😂😂😂 whatever. It was more than enough for 'Antifa &amp; the rest to stay home! Peaceful. Dignified. On Point. Last time the left did that???????? I'll wait"""	NOT
 Pat Shurmer scored 7 points against the eagles in playoffs last year and only 22 at home vs saints until miracle play he is not a great offensive coach.	NOT
 Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u	OFF
" &gt;unfuckable""  where is the truth in this statement, all i see are lies"""	NOT
"   Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day."""	OFF
 Most likely gang related violence with a illegal gun in the most strict gun control cities .	NOT
   You can compare any two countries you like and you’ll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms.	NOT
.  continues our look into government spending. Part II is focused on funding announcements made in battleground Quebec over the summer #cdnpoli URL	NOT
   Lmao you are the only who are getting so brave 💀 stay pressed trashno neptune	NOT
    its fake? its from 2 different maps guys	NOT
  Carlson showed us exactly who he is - a slimeball Fox representative. Fox watchers who love his views ate it up. Normal intelligent people were disgusted by his tactics.  Loved that Avenatti laughed in his face.	NOT
All of this shows just how scared Liberals are of the New  that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts.  Trump is #MAGA &amp; Deplorables are helping. URL	OFF
  Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol	OFF
    Yet they haven't. How do you know they are actually antifa members and not far right pretending to be violent antifa to make people like you think they are so dangerous.   🤔 Hmm	NOT
13 teachers and students blasted in Wisconsin with 12-gauge Winchester 1300 pump-action shotgun. The NRA blames gun control laws.	NOT
 #maga baby!!	NOT
 big if true	NOT
 please draw stupid sexy nezha and nidus over the shoulder or something.	OFF
   No. She is a liar.	OFF
"  I would temporarily change parties if the Republican party would Primary agent orange"" with a REAL, Republican, Conservative. That would MAGA!!! At least a great start."""	NOT
56 million defenseless people were rounded up and exterminated in the 20th Century because  of gun control.	NOT
 He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!	OFF
"            That and racist!"" Imagine if it was a black woman that accused him of the same. I should probably keep that to myself because i can see some Dems seeing this somehow and thinking ""how can we make this even worse on Kavenaugh? Got it!"""""	NOT
 Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.	OFF
 Everyone who is against this is called a „Nazi“ by Antifa scum and politicians.	OFF
" You know what will make this professor even woker""? If he's a gun control nut...."""	OFF
 Omg yessss!	NOT
 But she is hecking cute fluffer	NOT
  He needs more “gun control!” 😂	NOT
    Great connection!!!	NOT
  He is here. Every one on council is here.	NOT
 You are not pretty 😘	NOT
"...those who stayed put over the past 12 months-according 2 the Federal Reserve Bank of Atlanta."" #MAGA"""	NOT
 She is perfect in every way!!!	NOT
 😂😂😂 You are the wife URL	NOT
 She is sooooo pretty!!!!!	NOT
 And sadly Anna decent fair minded One Nation Conservatives like you seem to be an endangered species in your Party. How can Tory grass roots support a man with Boris Johnson’s record on morality and standards? Or a caricature like Mogg?	NOT
  The petty semantics regarding ANTIFA. You Are better then that.	NOT
  Just block the idiot. He's not even worth this post.	OFF
 Nah Antifa are good to get killed	OFF
      2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!	OFF
 So. Gut. &lt;3 &lt;3 &lt;3 &lt;3	NOT
 What do you do when you are bored? #AskAlly	NOT
 Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years	OFF
 Another turd gone from ESPN. Maybe one day we can watch sports on the channel	NOT
 Epic fail on that front.  Hopefully she will succeed in the future.	NOT
  Talk about the pot calling the kettle black... You should be ashamed of your cash payoffs to Iran &amp; of you helping Iran to become a necular power. It would be better if you just set your sales and gave us all a big wave goodby.  will clean up your mess. URL	OFF
  Wassamatta? Starting to wet your pants? Worried about all your dirty deeds coming out? Concerned about not getting a view cell at #GITMO?  #MAGA  #KAG2020  #DrainTheDeepState  #WalkAwayDemocrats2018  #LiberalismIsAMentalDisease	OFF
 Exactly so shut up	OFF
 I’m praying he is caught in every illegal activity that he’s involved in! He has a very explosive anger issue! He’s like a child that throws a dangerous tantrum when someone doesn’t agree with him. I wonder how he treats women?	NOT
 Clinton’s will get u	NOT
 have you ever served this country other than be elected? Because that is not the same!  Have you ever put your life on the line for others?!  I am one of the Dregs Of Society! #DregsOfSociety 🇺🇸#MAGA	NOT
 B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.  URL	NOT
   Great. Here’s how today has gone: Floris wanted to spank me. Leah wanted to stab me. Curtis won’t back me up. Adam still looks great at 67 or however old as fuck he is... KL has a bigger dick than me but she’s a she...he🤔...she?!? URL	OFF
  Most Americans find any of this hard to believe...30 plus yrs later.  Another Justice Thomas hit job by the media and liberals?	NOT
 I just think that he's more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason. I've also known entitled men like him.	NOT
 Just PM you the 1st part of the debate for Sunday on Gun Control &amp; the 2nd adm	NOT
  Are you kidding me? I’m so pissed for you. He is a sorry excuse for a human being.	NOT
 This is like when shitty restaurants advertise their “voted #1 world famous crabcakes” but nobody can tell you who voted and nobody who lives outside a 10-mile radius has ever actually eaten there.	OFF
   Can you let him know?	NOT
 u said marriage is just a title.....if u knew u had money to protect u wouldn’t see it that way that’s why i said that. but if u ain’t broke then that statement doesn’t include u mista bill gates	NOT
 Hint Call 1 800THEWHITEHOUSE	NOT
"  Maybe I'm wrong, but didn't you take an oath to preserve and uphold the constitution?   Take your people control (it's not gun control) and gtfo with your crazy.   Steve Willeford says hi"". Don't know the name? Perhaps Google it and realize how stupid you are."""	OFF
 lemme rap on that shit. I'll do a video floatin downstream in a coffin like in horrorland lol	OFF
 Nobody is addressing the cow in the room. Not even when Florence is still doing her thing. It's like after a mass shooting and it's the wrong time to talk about gun control. 	OFF
 White Nationalist and Nazis arent the same. Also at this point I'd prefer nazis tbh	NOT
  Thank u..	NOT
    What I  saw him do in TC show was nothing short of amazing!  He is willing to take the fight to them &amp; not allow them over power the conversation.  That's why TC said SLOW DOWN!!	NOT
    is not a difficult woman she is a far left leaning bitch. She has no place in unbiased commentary on any platform. Get rid of her.	OFF
  The point being made is that the support comes from the right of the party - it’s relevant because it gives clarity to the offering made to the good people of London - they now know a  vote is like voting for Marine Le Pen. You’re welcome.	NOT
 Liberals live in fantasy land. URL	NOT
 If he survived he obviously doesnt know anything about gun control. Are we sure he is a lib?	NOT
     Chicago has strict gun control laws but the highest gun violence rate Detroit was owened by Unions and is now bankrupt Cali has the second highest welfare rate and is now the homeless capital of the developed world.	OFF
 Beto-I’m100%FundedByNYandHollywoodLeftistsButPretendingToBeATexan-O’Rourke. #KeepTexasRed	NOT
  Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL	OFF
 This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop	OFF
